PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"40454639","Adjuvant Cemiplimab or Placebo in High-Risk Cutaneous Squamous-Cell Carcinoma","Rischin D, Porceddu S, Day F, Brungs DP, Christie H, Jackson JE, Stein BN, Su YB, Ladwa R, Adams G, Bowyer SE, Otty Z, Yamazaki N, Bossi P, Challapalli A, Hauschild A, Lim AM, Patel VA, Walker JL, De Liz Vassen Schurmann M, Queirolo P, Cañueto J, Ferreira da Silva FA, Stratigos A, Guminski A, Lin C, Damian F, Flatz L, Taylor AE, Carr DR, Harris S, Kirtbaya D, Quereux G, Rutkowski P, Basset-Seguin N, Khushalani NI, Robert C, Ju H, Joseph C, Bansal S, Chen CI, Seebach F, Yoo SY, Lowy I, Goncalves P, Fury MG; C-POST Trial Investigators.","N Engl J Med. 2025 Aug 21;393(8):774-785. doi: 10.1056/NEJMoa2502449. Epub 2025 May 31.","Rischin D","N Engl J Med","2025","2025/06/02","","","10.1056/NEJMoa2502449"
"40775245","Pleural mesothelioma","Fennell DA, Sekido Y, Baas P, Husain AN, Curioni-Fontecedro A, Lim E, Opitz I, Simone CB 2nd, Brims F, Wong MC.","Nat Rev Dis Primers. 2025 Aug 7;11(1):56. doi: 10.1038/s41572-025-00640-3.","Fennell DA","Nat Rev Dis Primers","2025","2025/08/07","","","10.1038/s41572-025-00640-3"
"40105813","Neoadjuvant Chemoradiotherapy vs Chemoimmunotherapy for Esophageal Squamous Cell Carcinoma","Guo X, Chen C, Zhao J, Wang C, Mei X, Shen J, Lv H, Han Y, Wang Q, Lv J, Chen H, Yan X, Liu Z, Zhang Z, Zhong Q, Jiang Y, Xu L, Li X, Qian D, Ma D, Ye M, Wang C, Wang Z, Lin J, Tian Z, Leng X, Li Z.","JAMA Surg. 2025 May 1;160(5):565-574. doi: 10.1001/jamasurg.2025.0220.","Guo X","JAMA Surg","2025","2025/03/19","PMC11923775","","10.1001/jamasurg.2025.0220"
"40079940","Adjuvant PD-1 Blockade With Camrelizumab for Nasopharyngeal Carcinoma: The DIPPER Randomized Clinical Trial","Liang YL, Liu X, Shen LF, Hu GY, Zou GR, Zhang N, Chen CB, Chen XZ, Zhu XD, Yuan YW, Yang KY, Jin F, Hu WH, Xie FY, Huang Y, Han F, Tang LL, Mao YP, Lu LX, Sun R, He YX, Zhou YY, Long GX, Tang J, Chen LS, Zong JF, Jin T, Li L, Lin J, Huang J, Gong XY, Zhou GQ, Chen L, Li WF, Chen YP, Xu C, Lin L, Huang SH, Huang SW, Wang YQ, Huang CL, Feng HX, Hou M, Chen CH, Zheng SF, Li YQ, Hong SB, Jie YS, Li H, Yun JP, Zang SB, Liu SR, Lin QG, Li HJ, Tian L, Liu LZ, Zhao HY, Li JB, Lin AH, Liu N, Zhang Y, Guo R, Ma J, Sun Y.","JAMA. 2025 May 13;333(18):1589-1598. doi: 10.1001/jama.2025.1132.","Liang YL","JAMA","2025","2025/03/13","PMC11907361","","10.1001/jama.2025.1132"
"40079944","Atezolizumab in High-Risk Locally Advanced Squamous Cell Carcinoma of the Head and Neck: A Randomized Clinical Trial","Haddad R, Fayette J, Teixeira M, Prabhash K, Mesia R, Kawecki A, Dechaphunkul A, Dinis J, Guo Y, Masuda M, Hsieh CY, Ghi MG, Vaz de Melo Sette C, Harrington K, Tahara M, Saba NF, Lau A, Jiang T, Yan Y, Ballinger M, Kaul M, Matheny C, Cuchelkar V, Wong DJ.","JAMA. 2025 May 13;333(18):1599-1607. doi: 10.1001/jama.2025.1483.","Haddad R","JAMA","2025","2025/03/13","PMC11907359","","10.1001/jama.2025.1483"
"40839372","Toripalimab Combination Therapy Without Concurrent Cisplatin for Nasopharyngeal Carcinoma: The DIAMOND Randomized Clinical Trial","DIAMOND Study Group; Xu C, Liang XY, Huang XQ, Jin F, Yang KY, Hu GY, Zhu XD, Wang Y, Huang Y, Zhang N, Hu DS, Guo L, Zou GR, Chen XZ, Xiao SW, Li JG, Shen LF, Li YY, Huang J, Long GX, Li L, Huang L, She LJ, Wu Y, Zeng WH, Qiang MY, Liu WX, Su Y, Tang LL, Xie FY, Han F, Lu LX, Xiang YQ, Mao YP, Li WF, Liu X, Yang Q, Zhou GQ, Guo R, Ouyang PY, Wang XH, Chen L, Liu LT, Lin L, Li JB, Lin AH, Zhao HY, Hong SB, Jie YS, Huang HL, Tang XH, Zeng YC, Yun JP, Zang SB, Du ZM, Ye ZL, Liu LZ, Tian L, Li HJ, Peng YL, Liu N, Li YQ, Liang YL, Wei HM, Chen YP, Zhang Y, Du XJ, Lv JW, Sun Y, Ma J.","JAMA. 2025 Sep 16;334(11):973-983. doi: 10.1001/jama.2025.13205.","DIAMOND Study Group","JAMA","2025","2025/08/21","PMC12371549","","10.1001/jama.2025.13205"
"40392748","Advances in the treatment of hepatocellular carcinoma: An overview of the current and evolving therapeutic landscape for clinicians","Moris D, Martinino A, Schiltz S, Allen PJ, Barbas A, Sudan D, King L, Berg C, Kim C, Bashir M, Palta M, Morse MA, Lidsky ME.","CA Cancer J Clin. 2025 Nov-Dec;75(6):498-527. doi: 10.3322/caac.70018. Epub 2025 May 20.","Moris D","CA Cancer J Clin","2025","2025/05/20","PMC12593328","","10.3322/caac.70018"
"40638104","Adjuvant Chemoradiation and Immunotherapy for Extrahepatic Cholangiocarcinoma and Gallbladder Cancer: A Randomized Clinical Trial","Xiao H, Ji J, Li S, Lai J, Wei G, Wu J, Chen W, Xie W, Wang S, Qiao L, Tu J, Shen S, Peng Z.","JAMA Oncol. 2025 Sep 1;11(9):1021-1029. doi: 10.1001/jamaoncol.2025.1926.","Xiao H","JAMA Oncol","2025","2025/07/10","PMC12246952","","10.1001/jamaoncol.2025.1926"
"40424564","Randomized Phase II Study of Concurrent Versus Sequential Pembrolizumab in Combination With Chemoradiation in Locally Advanced Head and Neck Cancer","Zandberg DP, Vujanovic L, Clump DA, Isett BP, Wang H, Sica G, Bao R, Li H, Ohr J, Skinner HD, Seethala RR, Chiosea SI, Ferris RL, Bauman JE.","J Clin Oncol. 2025 Aug 10;43(23):2572-2582. doi: 10.1200/JCO-24-01580. Epub 2025 May 27.","Zandberg DP","J Clin Oncol","2025","2025/05/27","PMC12316147","","10.1200/JCO-24-01580"
"40907366","Comparative review of KEYNOTE-689 and NIVOPOSTOP trials and their impact on perioperative immunotherapy in locally advanced head and neck cancer","Imamura Y, Kanno M, Fujieda S.","Cancer Treat Rev. 2025 Nov;140:103018. doi: 10.1016/j.ctrv.2025.103018. Epub 2025 Aug 27.","Imamura Y","Cancer Treat Rev","2025","2025/09/04","","","10.1016/j.ctrv.2025.103018"
"41069194","Emerging targeted therapies in meningiomas","Yamazawa E, Sullivan E, Wakimoto H, Brastianos PK.","Curr Opin Neurol. 2025 Dec 1;38(6):711-718. doi: 10.1097/WCO.0000000000001430. Epub 2025 Oct 8.","Yamazawa E","Curr Opin Neurol","2025","2025/10/10","","","10.1097/WCO.0000000000001430"
"40338473","Immunotherapy-Boosted Stereotactic Ablative Radiotherapy in Inoperable Early-Stage Non-Small Cell Lung Cancer","Lian J, Sun L, Zhang S, Huang L, Ma J, Han C.","Curr Treat Options Oncol. 2025 Jun;26(6):500-515. doi: 10.1007/s11864-025-01324-6. Epub 2025 May 8.","Lian J","Curr Treat Options Oncol","2025","2025/05/08","","","10.1007/s11864-025-01324-6"
"40155587","Nutritional management during chemotherapy and chemoradiotherapy for advanced esophageal cancer","Kimura Y, Gakuhara A, Fukuda S, Fukuda Y, Yoshihara T, Koga C, Haraguchi N, Hida JI.","Esophagus. 2025 Jul;22(3):279-288. doi: 10.1007/s10388-025-01117-8. Epub 2025 Mar 29.","Kimura Y","Esophagus","2025","2025/03/29","PMC12167285","","10.1007/s10388-025-01117-8"
"40329122","Efficacy and safety of cancer vaccine therapy in malignant melanoma: a systematic review","Seta T, Nakamura S, Oura M, Yokoyama K, Nishikawa Y, Hoshino N, Ninomiya K, Shimoi T, Hotta K, Nakayama T.","Int J Clin Oncol. 2025 Jun;30(6):1080-1097. doi: 10.1007/s10147-025-02753-x. Epub 2025 May 6.","Seta T","Int J Clin Oncol","2025","2025/05/06","","","10.1007/s10147-025-02753-x"
"40221282","Stereotactic Body Radiation Therapy Alone or in Combination with Immunotherapy in Kidney Cancer: A Systematic Review","Sundahl N, Albiges L, Choueiri TK, De Bleser E, De Meerleer G, Hannan R, McKay R, Tang C, Siva S.","Eur Urol. 2025 Aug;88(2):142-154. doi: 10.1016/j.eururo.2025.03.016. Epub 2025 Apr 11.","Sundahl N","Eur Urol","2025","2025/04/12","","","10.1016/j.eururo.2025.03.016"
"40597782","Neoadjuvant chemoradiotherapy with or without PD-1/PD-L1 inhibitors in locally advanced rectal cancer: a systematic review and meta-analysis","Ansab M, Razi S, Nisa F, Araib E, Rath S, Khan I, Ramzan NUH, Dilawar E, Saeed A.","BMC Cancer. 2025 Jul 1;25(1):1084. doi: 10.1186/s12885-025-14482-5.","Ansab M","BMC Cancer","2025","2025/07/02","PMC12211167","","10.1186/s12885-025-14482-5"
"41016964","Predictive biomarkers for immunotherapy in nasopharyngeal carcinoma: from tumor microenvironment to macroenvironment","Huang S, Liang Y, Liu N, Ma J.","Front Med. 2025 Oct;19(5):721-742. doi: 10.1007/s11684-025-1151-5. Epub 2025 Sep 29.","Huang S","Front Med","2025","2025/09/28","","","10.1007/s11684-025-1151-5"
"40816191","Hypofractionated radiotherapy in the management of rectal tumours","Ossedat MA, Durand-Labrunie J.","Cancer Radiother. 2025 Sep-Oct;29(5-6):104706. doi: 10.1016/j.canrad.2025.104706. Epub 2025 Aug 14.","Ossedat MA","Cancer Radiother","2025","2025/08/15","","","10.1016/j.canrad.2025.104706"
"39880326","Thyroxine alleviates interstitial lung disease induced by combined radiotherapy and immunotherapy","Mo Y, Qin Y, Li P, Wu M, Yu J, Chen D.","Cancer Lett. 2025 Apr 10;615:217504. doi: 10.1016/j.canlet.2025.217504. Epub 2025 Jan 27.","Mo Y","Cancer Lett","2025","2025/01/29","","","10.1016/j.canlet.2025.217504"
"40494752","Chemotherapy Plus Anti-PD-1 or Anti-PD-L1 in Advanced PD-L1-Negative Squamous Cell Lung Carcinoma: A Systematic Review and Meta-Analysis","Peruzzo N, Lenz G, Akhiwu T, Bilalaga M, Gaddipati GN, Müller NLF, Zarpellon L, Venero F, Corassa M, Cardona AF, Reuss JE, Pellini B.","Clin Lung Cancer. 2025 Sep;26(6):e361-e373. doi: 10.1016/j.cllc.2025.04.006. Epub 2025 May 22.","Peruzzo N","Clin Lung Cancer","2025","2025/06/10","","","10.1016/j.cllc.2025.04.006"
"39966261","Investigating the synergistic effects of immunochemotherapy in esophageal squamous cell carcinoma","Okui J, Nagashima K, Matsuda S, Sato Y, Kawakubo H, Takeuchi M, Hirata K, Yamamoto S, Nomura M, Tsushima T, Takeuchi H, Kato K, Kitagawa Y.","Esophagus. 2025 Apr;22(2):188-197. doi: 10.1007/s10388-025-01113-y. Epub 2025 Feb 18.","Okui J","Esophagus","2025","2025/02/18","","","10.1007/s10388-025-01113-y"
"41192027","Effectiveness of immune checkpoint inhibitor therapy in thyroid cancer: A systematic review","Tasong J, Sheldon R, Clements A, Abid MT, Gan A.","Cancer Treat Rev. 2025 Dec;141:103042. doi: 10.1016/j.ctrv.2025.103042. Epub 2025 Oct 27.","Tasong J","Cancer Treat Rev","2025","2025/11/05","","","10.1016/j.ctrv.2025.103042"
"40434735","Comparative effectiveness for early-stage NSCLC without lymph node involvement based on prospective studies","Yang X, Xing Z, Long S, Yu X, Yin N, Deng K, Kang D, Spring FM, Lu Y, Luo R, Xue J.","Int J Surg. 2025 Aug 1;111(8):5535-5548. doi: 10.1097/JS9.0000000000002594. Epub 2025 May 28.","Yang X","Int J Surg","2025","2025/05/28","","","10.1097/JS9.0000000000002594"
"40706555","Oligometastatic head and neck cancer: Navigating patient trajectories and broader implications","Thariat J, Lehyanti J, Boisselier P, Modesto A, Thureau S, Pointreau Y, Sun XS.","Cancer Radiother. 2025 Sep-Oct;29(5-6):104675. doi: 10.1016/j.canrad.2025.104675. Epub 2025 Jul 24.","Thariat J","Cancer Radiother","2025","2025/07/24","","","10.1016/j.canrad.2025.104675"
"40552283","Efficacy and safety of first-line treatments for recurrent or metastatic nasopharyngeal carcinoma: a systematic review and network meta-analysis","Cai T, Lin C, Li Q, Mo J, Zheng J, Zhou J.","Front Immunol. 2025 Jun 9;16:1485609. doi: 10.3389/fimmu.2025.1485609. eCollection 2025.","Cai T","Front Immunol","2025","2025/06/24","PMC12183282","","10.3389/fimmu.2025.1485609"
"41062829","Neoadjuvant ipilimumab and nivolumab in resectable cutaneous squamous cell carcinoma: a randomized phase 2 trial","Breukers SE, Traets JJH, van Dijk SW, Ostos MM, Fraterman I, Crommelin RD, van der Hulst H, Qiao X, Boere T, van de Poll-Franse LV, Retèl V, van der Noort V, Vos JL, Toppenberg AGL, van der Heijden M, Missale F, Balm F, van den Brekel M, Dirven R, Karakullukcu MB, Karssemakers L, Klop WMC, Lohuis PJFM, Schreuder WH, Smeele LE, van der Velden LA, Plasmeijer E, Smit LA, de Boer JP, Navran A, Westerink B, de Koekkoek-Doll PK, Castelijns J, Wondergem M, Vogel WV, Kuijpers A, van Houdt WJ, Onderwater S, Maas-Bannink E, Cornelissen S, Broeks A, Tijink BM, Devriese LA, de Bree R, Blank CU, Schumacher TN, Thommen DS, Haanen JBAG, Zuur CL.","Nat Med. 2025 Dec;31(12):4055-4064. doi: 10.1038/s41591-025-03943-w. Epub 2025 Oct 8.","Breukers SE","Nat Med","2025","2025/10/08","PMC12705425","","10.1038/s41591-025-03943-w"
"40699387","Optimal choice of different neoadjuvant chemoradiotherapies for locally advanced rectal cancer: systematic review and network meta-analysis","Liu L, Yao G, Yang J, Miao Y, Ba Y, Wang X.","Cancer Metastasis Rev. 2025 Jul 23;44(3):62. doi: 10.1007/s10555-025-10279-x.","Liu L","Cancer Metastasis Rev","2025","2025/07/23","","","10.1007/s10555-025-10279-x"
"39978426","Efficacy and safety of PD-1/PD-L1 inhibitors combined with standard of care for locally advanced head and neck squamous cell carcinoma: A meta-analysis of randomized controlled trials","Chen L, He JN, Zhao SJ, Peng LP, Mo DC, Yin SH.","Crit Rev Oncol Hematol. 2025 May;209:104668. doi: 10.1016/j.critrevonc.2025.104668. Epub 2025 Feb 18.","Chen L","Crit Rev Oncol Hematol","2025","2025/02/20","","","10.1016/j.critrevonc.2025.104668"
"40086103","First-line treatment of locally advanced cervical carcinoma: An updated systematic review and Bayesian network meta-analysis","Petrelli F, Riboldi V, Bruschieri L, Villa A, Cribiu' FM, Borgonovo K, Ghilardi M, Ghidini A, Seghezzi S, Stefani A, Trevisan F.","Cancer Treat Rev. 2025 Apr;135:102921. doi: 10.1016/j.ctrv.2025.102921. Epub 2025 Mar 10.","Petrelli F","Cancer Treat Rev","2025","2025/03/14","","","10.1016/j.ctrv.2025.102921"
"40315665","Unlocking therapeutic synergy: IDH inhibitors and immunotherapy combination in preclinical and clinical IDH mutant glioma models - A systematic review","Ramadas M, Jacob N, Ameratunga M, Gately L.","J Clin Neurosci. 2025 Jun;136:111281. doi: 10.1016/j.jocn.2025.111281. Epub 2025 May 1.","Ramadas M","J Clin Neurosci","2025","2025/05/02","","","10.1016/j.jocn.2025.111281"
"40572765","Improving Outcomes in Pancreatic Adenocarcinoma: A Systematic Review of Immunotherapy in Multimodal Treatment","Borz PC, Borz MB, Borz OC, Zaharie T, Hagiu C, Munteanu L, Gurzu S.","Medicina (Kaunas). 2025 Jun 11;61(6):1076. doi: 10.3390/medicina61061076.","Borz PC","Medicina (Kaunas)","2025","2025/06/27","PMC12195586","","10.3390/medicina61061076"
"40023003","A systematic review of immunotherapies in combination with temozolomide as treatment for glioblastoma","Chen B, Alder J.","Cancer Treat Res Commun. 2025;43:100888. doi: 10.1016/j.ctarc.2025.100888. Epub 2025 Feb 24.","Chen B","Cancer Treat Res Commun","2025","2025/03/01","","","10.1016/j.ctarc.2025.100888"
"40844778","Dual Immune Checkpoint Inhibition Plus Neoadjuvant Chemoradiotherapy in Rectal Cancer: A Randomized Clinical Trial","Laengle J, Kuehrer I, Kulu A, Kabiljo J, Ammon D, Zirnbauer R, Stift A, Herbst F, Dauser B, Monschein M, Razek P, Haegele S, Biebl M, Geinitz H, Hulla W, Kalinina P, Müllauer L, Widder J, Bittermann C, Pils D, Tamandl D, Laengle F, Schmid R, Bergmann M.","JAMA Netw Open. 2025 Aug 1;8(8):e2527769. doi: 10.1001/jamanetworkopen.2025.27769.","Laengle J","JAMA Netw Open","2025","2025/08/22","PMC12374221","","10.1001/jamanetworkopen.2025.27769"
"40616745","Neoadjuvant chemoradiotherapy with or without preoperative immunotherapy for locally advanced rectal cancer: a system review and meta-analysis","Cheng X, Yang J, Shen Y, Deng X, Wang Z.","Updates Surg. 2025 Dec;77(8):2217-2225. doi: 10.1007/s13304-025-02309-8. Epub 2025 Jul 5.","Cheng X","Updates Surg","2025","2025/07/05","","","10.1007/s13304-025-02309-8"
"39864364","Nivolumab and hypofractionated radiotherapy in patients with advanced melanoma: A phase 2 trial","Doyen J, Dompmartin A, Cruzel C, Stefan D, Arnault JP, Coutte A, Picard-Gauci A, Mansard S, Gleyzolle B, Fontas E, Long-Mira E, Mirabel X, Mortier L, Montaudié H.","Eur J Cancer. 2025 Feb 25;217:115256. doi: 10.1016/j.ejca.2025.115256. Epub 2025 Jan 22.","Doyen J","Eur J Cancer","2025","2025/01/26","","","10.1016/j.ejca.2025.115256"
"40669610","Non-cisplatin concurrent agents plus definitive radiotherapy for locally advanced head and neck cancer: A network meta-analysis of randomized studies","Petrelli F, Trevisan F, Nardone M, Carioli D, Gasparini A, Bramati C, Bruschieri L, Riboldi V, Capriotti V, De Stefani A, Lorini L, Spada D, Lonati V, Bossi P.","Radiother Oncol. 2025 Sep;210:111033. doi: 10.1016/j.radonc.2025.111033. Epub 2025 Jul 14.","Petrelli F","Radiother Oncol","2025","2025/07/16","","","10.1016/j.radonc.2025.111033"
"41264603","Safety and efficacy of radiotherapy combined with immunotherapy in limited-stage small cell lung cancer a single-arm meta-analysis and systematic review","Yu L, Yu X, Ma C, Zhang X, Cui R.","PLoS One. 2025 Nov 20;20(11):e0337459. doi: 10.1371/journal.pone.0337459. eCollection 2025.","Yu L","PLoS One","2025","2025/11/20","PMC12633908","","10.1371/journal.pone.0337459"
"41194055","Comparative efficacy and safety of neoadjuvant immunotherapy vs chemotherapy in resectable head and neck squamous cell carcinoma: an umbrella review of randomized controlled trials and single-arm studies","Feng Y, Qiao W, Li Z, Li Y.","BMC Med. 2025 Nov 5;23(1):610. doi: 10.1186/s12916-025-04441-z.","Feng Y","BMC Med","2025","2025/11/05","PMC12587548","","10.1186/s12916-025-04441-z"
"39903954","Neuroendocrine cervical carcinomas: genomic insights, controversies in treatment strategies, and future directions: a NeCTuR study","Salvo G, Meyer LA, Gonzales NR, Frumovitz M, Hillman RT.","Int J Gynecol Cancer. 2025 Mar;35(3):101639. doi: 10.1016/j.ijgc.2025.101639. Epub 2025 Jan 11.","Salvo G","Int J Gynecol Cancer","2025","2025/02/04","","","10.1016/j.ijgc.2025.101639"
"40760130","Real-world study of first-line immunotherapy combined with chemoradiotherapy in esophageal squamous cell carcinoma","Zhao X, Weng C, Yang W, Gao H, Wang H, Deng W, Zhu S, Shen W.","Sci Rep. 2025 Aug 4;15(1):28343. doi: 10.1038/s41598-025-12250-w.","Zhao X","Sci Rep","2025","2025/08/04","PMC12322297","","10.1038/s41598-025-12250-w"
"40550923","Combinations of treatments based on radiotherapy or radionuclides to enhance immunotherapy efficacy in advanced prostate cancer: a systematic review","Rosenfeld R, Sganga S, Badalamenti M, Mortellaro S, Scorsetti M, Garrone O, Iannantuono GM, Chandran E, Ghidini M, Franzese C.","J Cancer Res Clin Oncol. 2025 Jun 23;151(6):195. doi: 10.1007/s00432-025-06245-3.","Rosenfeld R","J Cancer Res Clin Oncol","2025","2025/06/23","PMC12185560","","10.1007/s00432-025-06245-3"
"40386863","Recurrence patterns following neoadjuvant chemotherapy combined with immunotherapy for esophageal squamous cell carcinoma","Wang M, Wang X, Liu Z, Shen H, Qi B, Fang M, Wang J, Ji Y, Zeng J.","Dis Esophagus. 2025 May 3;38(3):doaf034. doi: 10.1093/dote/doaf034.","Wang M","Dis Esophagus","2025","2025/05/19","","","10.1093/dote/doaf034"
"40901464","Short-course PD-1 blockade in locally advanced nasopharyngeal carcinoma: a phase II randomized trial protocol (Tori-013)","Jia H, Wang J, Zhang L, Li H, Du Y, Luo W, Wei Z, Wang X, Wang W.","Front Immunol. 2025 Aug 18;16:1633243. doi: 10.3389/fimmu.2025.1633243. eCollection 2025.","Jia H","Front Immunol","2025","2025/09/03","PMC12399712","","10.3389/fimmu.2025.1633243"
"40435873","Durvalumab after sequential chemoradiotherapy in unresectable stage III non-small-cell lung cancer-final analysis from the phase II PACIFIC-6 trial","Garassino MC, Khalifa J, Reck M, Chouaid C, Bischoff H, Reinmuth N, Cove-Smith L, Mansy T, Cortinovis DL, Migliorino MR, Delmonte A, Garcia Sánchez J, Chara Velarde LE, Bernabe R, Paz-Ares L, Chander P, Diaz Perez I, Foroutanpour K, Emeribe U, Faivre-Finn C.","ESMO Open. 2025 Jun;10(6):105071. doi: 10.1016/j.esmoop.2025.105071. Epub 2025 May 27.","Garassino MC","ESMO Open","2025","2025/05/28","PMC12158525","","10.1016/j.esmoop.2025.105071"
"40748918","Consolidative stereotactic radiotherapy for oligo-residual non-small cell lung cancer after first-line chemoimmunotherapy: A single-arm, phase 2 trial from China","Chen H, Yu L, Liang F, Zhou Y, Chu L, Chu X, Yang X, Zhang J, Pang Y, Wang Z, Yuan Z, Ni J, Zhu Z.","PLoS Med. 2025 Aug 1;22(8):e1004680. doi: 10.1371/journal.pmed.1004680. eCollection 2025 Aug.","Chen H","PLoS Med","2025","2025/08/01","PMC12316271","","10.1371/journal.pmed.1004680"
"41052882","Causal AI-based clinical and radiomic analysis for optimizing patient selection in combined immunotherapy and SABR in early-stage NSCLC: a secondary analysis of the phase II I-SABR trial","Saad MB, Showkatian E, Verma V, Al-Tashi Q, Aminu M, Xu X, Qayati Mohamed M, Salehjahromi M, Sujit SJ, Kitsel Y, Lin SH MD,, Liao Z, Gandhi S, Qian D, Jaffray D, Chung C, Vokes NI, Zhang J, Lee JJ, Heymach JV, Wu J, Chang JY.","J Immunother Cancer. 2025 Oct 5;13(10):e013074. doi: 10.1136/jitc-2025-013074.","Saad MB","J Immunother Cancer","2025","2025/10/06","PMC12506444","","10.1136/jitc-2025-013074"
"41354932","PACIFIC-5: a phase III clinical trial of consolidation durvalumab in patients with unresectable stage III NSCLC and no progression after concurrent or sequential chemoradiotherapy","Wu YL, Wu L, Bi N, Cil T, Ge H, Zhu Z, Wang CL, Zhang W, Lv D, Mingyan E, Sun J, Pan Y, Krzakowski M, Dikilitas M, Sendur MAN, Kim YC, Yang Y, Mao R, Zhang B, Wang L.","J Hematol Oncol. 2025 Dec 7;18(1):111. doi: 10.1186/s13045-025-01768-1.","Wu YL","J Hematol Oncol","2025","2025/12/07","PMC12696894","","10.1186/s13045-025-01768-1"
"40001034","Tislelizumab plus concurrent chemoradiotherapy versus concurrent chemoradiotherapy for elderly patients with inoperable locally advanced esophageal squamous cell carcinoma: a multicenter, randomized, parallel-controlled, phase II clinical trial","Zhang K, Wang Q, Cao J, Fan C, Shen W, Xiao Q, Ge X, Zhang T, Liu X, Chen X, Dong J, Li Z, Zheng Z, Yan C, Wang P, Pang Q, Zhang W.","BMC Cancer. 2025 Feb 25;25(1):347. doi: 10.1186/s12885-025-13758-0.","Zhang K","BMC Cancer","2025","2025/02/25","PMC11863415","","10.1186/s12885-025-13758-0"
"41016926","Consolidative nivolumab versus observation in unresectable stage III non-small cell lung cancer patients following neoadjuvant nivolumab plus chemotherapy and concurrent chemoradiotherapy (CA209-7AL): a randomized clinical trial","Qiu B, Zhao Y, He W, Zeng W, Zhang H, Feng W, Jia J, Wang D, Wang D, Liu F, Liu S, Yin S, Xie C, Zhou R, Hu Y, Liu Q, Guo J, Guo S, Wu Y, Luo Q, Li J, Yang Y, Xia L, Zhang L, Liu H.","Signal Transduct Target Ther. 2025 Sep 29;10(1):317. doi: 10.1038/s41392-025-02408-3.","Qiu B","Signal Transduct Target Ther","2025","2025/09/28","PMC12477293","","10.1038/s41392-025-02408-3"
"40481435","Early radiotherapy improved survival of patients with extensive-stage small cell lung cancer treated with first-line chemo-immunotherapy","Wang Y, Su X, Jia J, Zhou T, Lu Y, Zhao L, Yang Z, Fu X, Zeng Y, Cai X.","BMC Cancer. 2025 Jun 6;25(1):1012. doi: 10.1186/s12885-025-14417-0.","Wang Y","BMC Cancer","2025","2025/06/06","PMC12142918","","10.1186/s12885-025-14417-0"
"40552731","Comparative Effectiveness of Atezolizumab, Nivolumab and Pembrolizumab in Second-Line Treatment of Advanced Non-Small Cell Lung Cancer","Pagui ECK, Brant SB, Svendsen K, Frigessi A, Helland Å, Thoresen S, Jonasson C.","Pharmacoepidemiol Drug Saf. 2025 Jul;34(7):e70181. doi: 10.1002/pds.70181.","Pagui ECK","Pharmacoepidemiol Drug Saf","2025","2025/06/24","","","10.1002/pds.70181"
"41438748","Enhanced efficacy of lung cancer treatment with radiotherapy and immune checkpoint inhibitors without increased pneumonia risk: a systematic review and meta-analysis of randomized controlled trials","Wang W, Ye L, Chen Y, Li H, Mao W, Xu X.","Front Immunol. 2025 Dec 8;16:1685963. doi: 10.3389/fimmu.2025.1685963. eCollection 2025.","Wang W","Front Immunol","2025","2025/12/24","PMC12719472","","10.3389/fimmu.2025.1685963"
"39888157","Efficacy and Safety of Four Weeks of Moderately Hypofractionated Chemoradiation for Unresectable, Stage 3 Non-Small Cell Lung Cancer: A Systematic Review","Ludbrook JJ, Kumar M, Soon YY, Smith A, Mallesara G, Hau E, Hegi-Johnson F, Vinod S.","Asia Pac J Clin Oncol. 2025 Aug;21(4):359-367. doi: 10.1111/ajco.14152. Epub 2025 Jan 29.","Ludbrook JJ","Asia Pac J Clin Oncol","2025","2025/01/31","","","10.1111/ajco.14152"
"41378336","Organ preservation in esophageal cancer treatment, is it time now?","Xu JH, Liu Y.","World J Gastroenterol. 2025 Dec 7;31(45):112287. doi: 10.3748/wjg.v31.i45.112287.","Xu JH","World J Gastroenterol","2025","2025/12/11","PMC12687004","","10.3748/wjg.v31.i45.112287"
"40976711","Durvalumab Post Concurrent Chemoradiotherapy in Japanese Patients With Limited-Stage Small-Cell Lung Cancer in the Phase 3 ADRIATIC Trial","Zenke Y, Shiraishi Y, Goto Y, Azuma K, Okishio K, Ogino H, Horio Y, Oizumi S, Hayama M, Nii M, Harada M, Mann H, Olivo YS, Jiang H, Senan S.","Cancer Sci. 2025 Nov;116(11):3171-3184. doi: 10.1111/cas.70188. Epub 2025 Sep 21.","Zenke Y","Cancer Sci","2025","2025/09/21","PMC12580863","","10.1111/cas.70188"
"41260730","Adding Immunotherapy and Targeted Therapy to Chemoradiotherapy for Non-small Cell Lung Cancer","Ozair MZ, Ohri N.","Thorac Surg Clin. 2026 Feb;36(1):83-90. doi: 10.1016/j.thorsurg.2025.09.002. Epub 2025 Oct 7.","Ozair MZ","Thorac Surg Clin","2026","2025/11/19","","","10.1016/j.thorsurg.2025.09.002"
"39913282","Pembrolizumab with chemoradiotherapy followed by pembrolizumab for stage III-IVa cervical cancer: is the ENGOT-cx11/GOG-3047/KEYNOTE-A18 trial practice changing?","Penninx BMF, Samson MJ, Schnog JB.","Cancer. 2025 Feb 15;131(4):e35749. doi: 10.1002/cncr.35749.","Penninx BMF","Cancer","2025","2025/02/06","","","10.1002/cncr.35749"
